city,locality,property_type,area,bedrooms,bathrooms,furnishing,age,floor,parking,pool,garden,gym,security,lift,power_backup,modular_kitchen,clubhouse,children_play,jogging_track,sports_court,rainwater_harvesting,solar_panels,smart_home,servant_room,price
Hyderabad,Banjara Hills,Apartment,1456,3,2,Semi-Furnished,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,23015591
Bangalore,Whitefield,Apartment,1158,3,2,Unfurnished,3,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,11396864
Bangalore,Indiranagar,Apartment,2120,4,2,Semi-Furnished,2,23,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,40200088
Hyderabad,Kukatpally,Penthouse,3163,5,3,Semi-Furnished,1,39,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,50454330
Mumbai,Goregaon,Apartment,1514,2,2,Semi-Furnished,7,16,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,28370029
Mumbai,Thane,Apartment,1712,4,2,Semi-Furnished,8,16,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,27795275
Mumbai,Bandra,Studio,576,1,1,Fully-Furnished,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,18920590
Mumbai,Goregaon,Apartment,1630,3,1,Semi-Furnished,6,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,33055768
Mumbai,Borivali,Studio,528,1,1,Semi-Furnished,11,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,7728476
Mumbai,Malad,Penthouse,2000,4,3,Semi-Furnished,0,26,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,63902799
Delhi,Connaught Place,Villa,3213,4,3,Fully-Furnished,15,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,187602954
Ahmedabad,Navrangpura,Studio,465,1,1,Fully-Furnished,19,14,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,4799518
Mumbai,Powai,Studio,651,1,1,Semi-Furnished,6,28,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,12223442
Bangalore,HSR Layout,Apartment,1720,3,2,Semi-Furnished,10,7,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,19525252
Hyderabad,Secunderabad,Apartment,2500,5,2,Unfurnished,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23538904
Bangalore,JP Nagar,Independent House,3289,5,2,Semi-Furnished,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,41903549
Hyderabad,Jubilee Hills,Villa,3716,5,2,Semi-Furnished,2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,91415799
Pune,Kothrud,Independent House,2336,5,4,Unfurnished,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,36452610
Chennai,Adyar,Apartment,1717,3,2,Fully-Furnished,1,17,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,29901628
Bangalore,Sarjapur,Apartment,500,1,1,Unfurnished,0,27,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,6017171
Hyderabad,HITEC City,Studio,330,1,1,Unfurnished,4,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2636512
Mumbai,Juhu,Apartment,2014,3,2,Semi-Furnished,12,15,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,82525093
Hyderabad,Kukatpally,Apartment,1686,3,2,Semi-Furnished,2,15,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,14187685
Hyderabad,Banjara Hills,Villa,2791,4,4,Semi-Furnished,24,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,51994276
Pune,Hadapsar,Apartment,1568,4,2,Unfurnished,6,13,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,11568967
Mumbai,Bandra,Penthouse,3209,6,3,Fully-Furnished,0,26,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,265702560
Mumbai,Powai,Apartment,2103,4,2,Unfurnished,13,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,46366915
Ahmedabad,Prahlad Nagar,Villa,4336,5,4,Unfurnished,11,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,44840673
Hyderabad,Begumpet,Apartment,1301,4,2,Semi-Furnished,18,9,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,14331374
Mumbai,Navi Mumbai,Independent House,1435,3,2,Unfurnished,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16865216
Mumbai,Thane,Villa,3402,6,3,Semi-Furnished,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,81275627
Delhi,Dwarka,Apartment,970,3,2,Semi-Furnished,11,15,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,16044517
Delhi,Karol Bagh,Villa,4018,6,3,Unfurnished,7,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,87403872
Mumbai,Dadar,Independent House,883,2,1,Unfurnished,27,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,22318274
Delhi,Saket,Apartment,2333,4,3,Semi-Furnished,17,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45559110
Chennai,OMR,Apartment,1896,4,3,Semi-Furnished,3,4,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,18285809
Pune,Shivaji Nagar,Apartment,951,2,2,Fully-Furnished,7,20,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,18196005
Ahmedabad,Bopal,Studio,771,1,1,Fully-Furnished,3,3,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,5949502
Delhi,Nehru Place,Apartment,1961,4,3,Unfurnished,0,6,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,35871400
Pune,Viman Nagar,Studio,403,1,1,Unfurnished,12,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2965309
Ahmedabad,Gota,Studio,392,1,1,Semi-Furnished,7,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2107473
Hyderabad,Secunderabad,Apartment,1400,3,1,Unfurnished,22,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,11404580
Chennai,OMR,Studio,490,1,1,Fully-Furnished,7,4,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,5026339
Ahmedabad,Bopal,Studio,718,1,1,Unfurnished,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3777302
Mumbai,Bandra,Apartment,1874,4,4,Unfurnished,35,19,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,48470393
Ahmedabad,Vastrapur,Independent House,1270,4,4,Semi-Furnished,19,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,12782750
Bangalore,HSR Layout,Independent House,1654,3,2,Unfurnished,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,26152335
Ahmedabad,SG Highway,Studio,596,1,1,Semi-Furnished,5,23,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4094396
Hyderabad,HITEC City,Apartment,1592,3,2,Semi-Furnished,1,21,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,18233304
Delhi,Saket,Apartment,1989,3,2,Semi-Furnished,4,23,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,47757370
Hyderabad,Kondapur,Apartment,1516,4,2,Fully-Furnished,13,12,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,13860079
Delhi,Greater Kailash,Villa,1880,4,4,Unfurnished,9,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,59563881
Ahmedabad,SG Highway,Apartment,1894,3,2,Semi-Furnished,3,28,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,16465604
Pune,Viman Nagar,Apartment,848,2,1,Fully-Furnished,1,23,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,13820506
Delhi,Janakpuri,Studio,555,1,1,Semi-Furnished,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5879657
Bangalore,Koramangala,Apartment,678,2,2,Unfurnished,0,5,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,12176062
Bangalore,Indiranagar,Independent House,2942,4,3,Unfurnished,17,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44536262
Hyderabad,Jubilee Hills,Apartment,1863,3,2,Semi-Furnished,2,12,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,32441409
Chennai,T Nagar,Apartment,881,2,2,Unfurnished,3,28,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,17001806
Kolkata,Alipore,Apartment,1531,3,2,Unfurnished,12,5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19544591
Ahmedabad,Chandkheda,Apartment,2500,4,3,Fully-Furnished,7,22,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,18185759
Mumbai,Thane,Independent House,2072,3,2,Semi-Furnished,7,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,32887454
Mumbai,Malad,Apartment,1322,2,2,Semi-Furnished,3,18,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,23508083
Hyderabad,Miyapur,Apartment,1876,3,2,Fully-Furnished,6,20,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,18294465
Ahmedabad,Prahlad Nagar,Villa,3887,6,3,Unfurnished,35,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,33685192
Ahmedabad,Bopal,Villa,2992,5,2,Fully-Furnished,2,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,33689394
Pune,Viman Nagar,Apartment,1724,4,3,Unfurnished,3,25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,19536786
Ahmedabad,Gota,Villa,3523,4,4,Semi-Furnished,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,30973596
Pune,Aundh,Apartment,1228,3,2,Fully-Furnished,4,11,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,18407935
Pune,Koregaon Park,Independent House,1454,3,2,Semi-Furnished,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27928357
Hyderabad,Jubilee Hills,Apartment,1522,2,1,Fully-Furnished,7,5,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,27987328
Bangalore,Hebbal,Apartment,821,2,1,Unfurnished,24,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7559694
Hyderabad,Gachibowli,Apartment,2329,3,2,Unfurnished,1,3,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,21083545
Hyderabad,Kukatpally,Villa,3136,5,2,Fully-Furnished,2,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,42845681
Chennai,Adyar,Apartment,1342,3,2,Semi-Furnished,16,11,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,18839846
Bangalore,JP Nagar,Studio,300,1,1,Unfurnished,17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2242321
Pune,Shivaji Nagar,Apartment,1837,3,1,Semi-Furnished,10,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24990525
Mumbai,Andheri,Studio,523,1,1,Semi-Furnished,1,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9275876
Mumbai,Powai,Studio,300,1,1,Unfurnished,8,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,6343082
Pune,Aundh,Independent House,2232,3,2,Unfurnished,19,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,23500517
Delhi,Janakpuri,Apartment,945,3,2,Unfurnished,8,12,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,13049227
Kolkata,New Town,Studio,463,1,1,Unfurnished,5,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2773837
Pune,Kothrud,Villa,3866,5,3,Unfurnished,21,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,46997668
Kolkata,Ballygunge,Apartment,1202,4,4,Fully-Furnished,14,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,16374085
Chennai,Nungambakkam,Studio,761,1,1,Semi-Furnished,7,13,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,11078408
Pune,Aundh,Apartment,1459,4,2,Semi-Furnished,4,20,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,18524011
Delhi,Karol Bagh,Apartment,1227,4,2,Unfurnished,0,23,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23475384
Ahmedabad,Gota,Studio,619,1,1,Unfurnished,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2560998
Chennai,Chromepet,Penthouse,3427,5,3,Semi-Furnished,3,34,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,51373035
Pune,Hadapsar,Independent House,1223,3,1,Fully-Furnished,4,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,14208462
Pune,Viman Nagar,Independent House,2232,5,2,Unfurnished,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,28612794
Chennai,T Nagar,Apartment,2062,3,2,Fully-Furnished,2,4,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,40332535
Pune,Hinjewadi,Studio,531,1,1,Unfurnished,0,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5072043
Chennai,Porur,Studio,661,1,1,Fully-Furnished,2,18,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,6282246
Pune,Hinjewadi,Apartment,1547,3,1,Semi-Furnished,30,13,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,11048168
Ahmedabad,Gota,Apartment,1292,3,2,Fully-Furnished,9,27,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,9835235
Delhi,Greater Kailash,Apartment,2156,3,1,Fully-Furnished,1,23,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,69142947
Delhi,Saket,Penthouse,3393,5,3,Unfurnished,8,28,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,115599919
Bangalore,Koramangala,Studio,622,1,1,Unfurnished,16,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5491881
Chennai,OMR,Studio,524,1,1,Unfurnished,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3030330
Hyderabad,Banjara Hills,Independent House,1781,3,2,Unfurnished,35,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,21461601
Pune,Viman Nagar,Independent House,3500,5,3,Semi-Furnished,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41293487
Mumbai,Borivali,Studio,608,1,1,Semi-Furnished,21,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6721944
Delhi,Nehru Place,Villa,3591,5,4,Semi-Furnished,6,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,87092982
Mumbai,Dadar,Apartment,832,2,1,Unfurnished,15,5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,21372751
Hyderabad,Secunderabad,Villa,3922,5,3,Unfurnished,7,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,50943467
Pune,Shivaji Nagar,Studio,741,1,1,Unfurnished,5,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7648097
Bangalore,JP Nagar,Apartment,1683,3,1,Fully-Furnished,2,22,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,22649984
Hyderabad,Banjara Hills,Studio,374,1,1,Unfurnished,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3883436
Hyderabad,Jubilee Hills,Apartment,983,3,2,Semi-Furnished,3,7,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,16413966
Chennai,Adyar,Independent House,1779,3,1,Unfurnished,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,30503104
Delhi,Saket,Apartment,578,1,1,Fully-Furnished,1,20,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,16142149
Kolkata,Garia,Apartment,1079,2,1,Unfurnished,9,24,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,7598140
Pune,Hinjewadi,Apartment,1468,3,2,Semi-Furnished,1,22,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,14859646
Delhi,Vasant Kunj,Apartment,2500,4,3,Semi-Furnished,2,5,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,56595004
Ahmedabad,Chandkheda,Apartment,2079,4,4,Unfurnished,2,14,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,12124652
Kolkata,Park Street,Apartment,1088,3,2,Fully-Furnished,18,20,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,18318125
Hyderabad,Gachibowli,Studio,633,1,1,Fully-Furnished,16,17,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5295060
Hyderabad,Secunderabad,Apartment,1266,4,2,Unfurnished,7,6,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,11713665
Bangalore,MG Road,Independent House,3132,4,3,Unfurnished,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,79488157
Bangalore,Electronic City,Villa,1872,4,2,Unfurnished,5,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,18278490
Bangalore,Marathahalli,Studio,516,1,1,Semi-Furnished,17,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2891234
Delhi,Janakpuri,Apartment,1451,2,2,Unfurnished,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,21154527
Pune,Viman Nagar,Apartment,1166,3,2,Unfurnished,14,11,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,11922678
Bangalore,Hebbal,Apartment,1262,3,2,Semi-Furnished,24,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,13298951
Hyderabad,Begumpet,Villa,3333,5,3,Unfurnished,35,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,33618036
Mumbai,Goregaon,Apartment,1996,3,2,Fully-Furnished,4,12,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,46489719
Delhi,Karol Bagh,Studio,487,1,1,Fully-Furnished,0,22,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,9696508
Mumbai,Goregaon,Independent House,2034,4,3,Semi-Furnished,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,42309786
Hyderabad,Banjara Hills,Studio,602,1,1,Semi-Furnished,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5579098
Mumbai,Dadar,Studio,627,1,1,Unfurnished,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12193784
Mumbai,Powai,Studio,787,1,1,Semi-Furnished,0,26,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,18043538
Bangalore,JP Nagar,Independent House,2773,4,4,Semi-Furnished,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,38330971
Delhi,Dwarka,Independent House,2142,3,1,Unfurnished,3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,36942886
Bangalore,Whitefield,Independent House,2396,4,3,Fully-Furnished,34,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,22510352
Bangalore,Indiranagar,Apartment,1675,4,4,Unfurnished,22,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,20883174
Bangalore,Whitefield,Apartment,1631,4,2,Semi-Furnished,2,19,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,18858684
Chennai,Mylapore,Independent House,2283,5,2,Fully-Furnished,7,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,49224883
Mumbai,Bandra,Independent House,3372,6,4,Unfurnished,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,134350314
Pune,Kharadi,Apartment,661,2,2,Unfurnished,4,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6460543
Mumbai,Juhu,Penthouse,3181,5,4,Fully-Furnished,1,36,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,299252207
Hyderabad,Kondapur,Apartment,2213,4,3,Unfurnished,6,15,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,18456763
Mumbai,Malad,Independent House,1564,4,2,Unfurnished,25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20409978
Ahmedabad,Navrangpura,Apartment,1369,3,2,Unfurnished,16,13,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,12464155
Delhi,Greater Kailash,Independent House,1853,3,1,Semi-Furnished,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,58892205
Pune,Hadapsar,Studio,613,1,1,Fully-Furnished,5,22,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4876038
Mumbai,Dadar,Apartment,2154,4,3,Semi-Furnished,26,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50054403
Pune,Hinjewadi,Apartment,1743,4,4,Fully-Furnished,7,10,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,17628311
Delhi,Karol Bagh,Villa,2952,4,2,Fully-Furnished,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,90234221
Mumbai,Andheri,Apartment,548,2,2,Semi-Furnished,0,15,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,14720573
Mumbai,Navi Mumbai,Apartment,1784,3,1,Unfurnished,13,16,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,19573557
Ahmedabad,Thaltej,Apartment,1726,4,3,Semi-Furnished,7,11,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,15403308
Bangalore,Koramangala,Studio,356,1,1,Semi-Furnished,0,15,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,6663724
Delhi,Saket,Villa,1529,3,1,Semi-Furnished,18,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,40633333
Bangalore,Sarjapur,Apartment,1613,3,1,Unfurnished,9,6,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,12054997
Mumbai,Powai,Apartment,801,2,2,Unfurnished,1,27,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,23631476
Delhi,Rohini,Apartment,2448,4,2,Unfurnished,7,4,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,26224666
Kolkata,Salt Lake,Independent House,1582,3,2,Semi-Furnished,8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,15456965
Bangalore,Whitefield,Apartment,1679,3,1,Fully-Furnished,0,20,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,24151733
Chennai,Anna Nagar,Penthouse,3249,5,3,Fully-Furnished,3,24,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,86341260
Delhi,Saket,Apartment,1542,4,3,Fully-Furnished,2,4,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,39241267
Pune,Shivaji Nagar,Independent House,3333,5,2,Fully-Furnished,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,66846373
Delhi,Saket,Apartment,1263,3,2,Unfurnished,2,20,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,28616315
Mumbai,Malad,Studio,711,1,1,Semi-Furnished,8,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8869747
Chennai,Velachery,Apartment,1088,2,2,Unfurnished,14,23,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,9649106
Mumbai,Andheri,Apartment,1600,4,2,Unfurnished,1,12,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,36449638
Delhi,Rohini,Apartment,1584,3,2,Semi-Furnished,2,19,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,22040644
Kolkata,Salt Lake,Studio,571,1,1,Unfurnished,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3260550
Hyderabad,Madhapur,Apartment,817,2,1,Semi-Furnished,1,7,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9648441
Kolkata,Howrah,Apartment,1447,2,1,Unfurnished,2,20,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,9278746
Pune,Aundh,Studio,544,1,1,Unfurnished,0,16,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,6050487
Bangalore,Sarjapur,Apartment,1596,3,1,Fully-Furnished,4,23,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,16493992
Ahmedabad,Thaltej,Apartment,1846,4,4,Unfurnished,12,20,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13110761
Hyderabad,Kondapur,Apartment,827,3,2,Semi-Furnished,12,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,7403106
Delhi,Rohini,Apartment,1630,4,2,Fully-Furnished,0,15,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,24380735
Delhi,Dwarka,Villa,3529,6,2,Unfurnished,8,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,59342718
Ahmedabad,Satellite,Apartment,1581,3,1,Unfurnished,2,13,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,15916005
Hyderabad,Kukatpally,Studio,481,1,1,Semi-Furnished,5,22,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4057727
Mumbai,Dadar,Apartment,1836,3,2,Fully-Furnished,8,27,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,58942242
Bangalore,Hebbal,Independent House,2015,3,1,Semi-Furnished,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,25246762
Bangalore,Hebbal,Independent House,1371,3,2,Semi-Furnished,10,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,16206625
Kolkata,Howrah,Villa,1722,4,4,Fully-Furnished,5,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,18483890
Pune,Kharadi,Apartment,1201,3,2,Unfurnished,1,14,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,13057222
Mumbai,Thane,Penthouse,4740,6,3,Fully-Furnished,8,34,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,133111370
Mumbai,Powai,Apartment,1834,3,1,Unfurnished,2,21,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,47178392
Kolkata,Park Street,Apartment,915,3,2,Fully-Furnished,3,7,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,18168307
Kolkata,Salt Lake,Independent House,1706,4,4,Semi-Furnished,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17358258
Delhi,Vasant Kunj,Studio,482,1,1,Semi-Furnished,3,25,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9869435
Mumbai,Dadar,Apartment,917,3,2,Fully-Furnished,21,6,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,29023185
Ahmedabad,Chandkheda,Independent House,1351,3,2,Unfurnished,7,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,8962550
Ahmedabad,Bopal,Villa,1777,3,2,Semi-Furnished,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,18160488
Pune,Hadapsar,Apartment,1441,3,1,Semi-Furnished,5,14,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,13623481
Mumbai,Goregaon,Independent House,1797,4,4,Fully-Furnished,3,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,41936397
